0:2:20|0:2:27|After filming, Wu Fuchun sat across from Jing Ruyi, looking at her.
1:25:7|1:25:15|And willing to spend a lot of time with each other, [Wu Fuchun] picked up the fish and threw it far away, watching the chubby one wobble in a unique way.
1:25:15|1:25:19|55 days have passed, and the food is getting scarcer.
1:25:19|1:25:25|[Wu Fuchun] silently left the canned food for [Jing Ruyi].
1:25:26|1:25:38|[Wu Fuchun] puts the fish back into [Jing Ruyi]'s bowl, using a diminished tone to disguise his care. After the meal, [Wu Fuchun] gathers all the empty cans and bottles into a box and throws them outside the wooden house.
1:25:38|1:25:48|On the diesel tank beside, the clear scale shows that there is not much diesel left. [Wu Fuchun] occasionally pushes the sled, taking [Jing Ruyi] to the nearby hillside to relax.
1:25:48|1:26:0|That day, the two sat side by side at the edge of the snowy cliff, when suddenly [Jing Ruyi] started bleeding from her nostrils. [Jing Ruyi] understood what this meant.
1:26:0|1:26:6|Leaning slowly on [Wu Fuchun]'s shoulder, [Wu Fuchun] smiled and put his arm around [Jing Ruyi]'s shoulder, holding her tighter.
1:26:6|1:26:12|The poster has been painted full of [Jing Ruyi] now, she divided the south into 30 directions.
1:26:12|1:26:22|[Wu Fuchun] searched for a full 60 days, but still found nothing. On this day, after [Wu Fuchun] left the house, he stood in the snow holding a black stone, carefully examining it.
1:27:24|1:27:30|[Wu Fuchun] handed the stone to [Jing Ruyi] as if presenting a treasure, and [Jing Ruyi] looked at the stone for a long time.
1:27:40|1:27:47|Suddenly, it seemed as if a stone at the bottom had melted and sunk in, and [Wu Fuchun] couldn't help but lean in to smell it.
1:28:10|1:28:30|[Wu Fuchun]’s ecstatic smile suddenly froze on his face, [Jing Ruyi] realized and quickly covered her nose, but the blood kept flowing out. She lowered her head, frantically wiping the nosebleed. No matter how hard she tried, she couldn’t clean it up. Looking at [Wu Fuchun] with a hint of sadness in her eyes, she still mustered up the courage to smile reassuringly at him.
1:28:31|1:28:39|[Wu Fuchun] lies facing the wall, while [Jing Ruyi] faces inside the room with a hint of confusion in her eyes.
1:30:21|1:30:32|[Wu Fuchun] lay on his back, covering his eyes with his arm, trying hard to hold back tears. After saying these words, [Jing Ruyi] also sadly buried her head into the pillow.
1:30:32|1:30:45|Suddenly, [Wu Fuchun] seemed to have made a decision. He climbed down from above, lit a candlestick and placed it on a wooden table. Behind the candlestick was a statue of the Virgin Mary. [Wu Fuchun] knelt in front of [Jing Ruyi] with one knee.
1:31:23|1:31:31|[Jing Ruyi] looked at [Wu Fuchun] in front of her, choked up and unable to speak. [Wu Fuchun] made a gesture of holding a ring box in the air and raised it in front of her.
1:31:44|1:31:49|[Wu Fuchun] carefully took out the imaginary ring from the box and held it up in front of [Jing Ruyi].
1:32:54|1:33:1|[Jing Ruyi] cried uncontrollably, unable to bear looking at [Wu Fuchun] in front of her, and couldn't help but throw herself into his arms.
1:33:1|1:33:11|[Wu Fuchun] firmly embraced [Jing Ruyi], unwilling to let go anymore. At this moment, they no longer needed to hide their emotions, and cried their hearts out, which was a cathartic experience for them.
1:33:11|1:33:22|Time is incredibly cruel. In the blink of an eye, 75 days have passed. The diesel is running out, and the light of the electric heater is gradually dimming, until it finally disappears completely.
1:33:22|1:33:30|Outdoors, the wind and snow picked up again, the temperature dropped sharply, and the generator without diesel lost power. After a few stalls, it slowly came to a stop.
1:33:30|1:33:43|The cruel issue of survival hung over the two like the sword of Damocles once again, as the wind and snow raged outside. [Wu Fuchun] could no longer stay safely at home, they must burn their bridges and find a way out.
1:33:44|1:33:53|In the room, [Jing Ruyi] packs up the luggage for [Wu Fuchun], then takes out a book from her pocket.
1:33:53|1:33:59|[Wu Fuchun] looked at [Jing Ruyi] for a while, then slowly reached out his hand to take the booklet she handed him.
1:34:8|1:34:20|Fuchun looked at [Jing Ruyi] with eyes so gentle they could squeeze out water. Then, under [Jing Ruyi]'s expectant gaze, he opened the book, which was a collection of poems with many annotations in the blank spaces by [Jing Ruyi].
1:34:40|1:34:50|Time cannot be wasted for a moment, Wu Fuchun once again embarked on the journey to find the research station.
1:35:14|1:35:23|[Jing Ruyi]'s teeth have started to fall out.
1:35:48|1:36:3|He took off his shoes, endured the intense pain, and moved his already blackened toes, hoping to persevere a little longer. Exhausted from searching for a way, he sat on a rock and watched the waves crashing against the giant rocks ahead.
1:36:11|1:36:16|Wu Fuchun discovered a huge whale skeleton and stood next to it.
1:36:18|1:36:25|Wu Fuchun couldn't contain the despair in his heart, looking at the skeleton with a sense of hopelessness, then turning to face the turbulent sea.
1:36:25|1:36:30|The waves kept crashing onto the beach, repeating endlessly.
1:36:31|1:36:43|The hollow eye sockets of the skeleton gazed calmly at him, the wind blowing through the bones, making a rustling sound. Fuchun closed his eyes, trying to feel his most genuine thoughts deep inside.
1:36:43|1:37:7|He quickly found the answer, took out a shovel and began to dig the snow under his feet with force. At this moment, the sky over Antarctica was clear, but the glaring sunlight couldn't warm his chest. Soon a large pit was dug, this was the final resting place in Fuchun's heart. He calmly lay in the pit, later Fuchun carried [Jing Ruyi] back to the seaside, [Jing Ruyi] leaned tightly against Fuchun.
1:37:7|1:37:10|Both Wu Fuchun and Jing Ruyi looked at the sea in the distance, neither of them said a word.
1:37:15|1:37:21|Ruyi looked ahead with a melancholy expression, and [Wu Fuchun] pursed his lips and pondered for a while before speaking.
1:37:42|1:37:50|Ruyi greedily gazes at the sky and glaciers in front of her.
1:38:4|1:38:10|[Wu Fuchun] tears streamed down his face, trembling as he forcibly held back from crying out loud.
1:38:36|1:38:40|Ruyi leaned against [Wu Fuchun]'s shoulder, enjoying their final moments together with contentment.
1:38:40|1:38:47|70 days ago, [Wu Fuchun] gave her a reason to live, and now it's her turn to bring the final belief to [Wu Fuchun].
1:38:47|1:38:58|In the end, [Wu Fuchun] listened to her advice. He walked forward with a backpack on his back, braving the wind and snow step by step. Suddenly, he stopped in his tracks, hesitated, and turned around.
1:38:58|1:39:5|Looking back, not far behind him is the cabin, and standing at the door of the cabin is the person he loves the most.
1:39:5|1:39:16|[Wu Fuchun] pursed his lips, lowered his eyes, and couldn't help but glance deeply at Ruyi before turning away in pain. The injury on his right foot was getting worse, so [Wu Fuchun] could only limp forward.
1:39:16|1:39:29|Ruyi didn't return to the house until she couldn't see the figure of [Wu Fuchun]. She glanced at the stove that had never been lit again, limped back to the wooden house, and [Wu Fuchun]'s will to survive was not as strong as before.
1:39:29|1:39:36|Ruyi's physical condition was the biggest blow to him, and he knew Ruyi didn't want to become his burden at the last moment.
1:39:36|1:39:47|Wu Fuchun walked in the snow, occasionally looking back, unaware that [Jing Ruyi] was sitting in the wooden house, never taking his eyes off the place where he disappeared.
1:39:47|1:40:9|During this time alone, [Jing Ruyi] tears down the poster and places it by the seat, repeatedly caressing the areas she had drawn, the numbers marked by arrows. His mouth corners have cracked open in several places, his spirits not as high as before. Meanwhile, [Wu Fuchun] faces the wind and snow, searching for the final way out in this countdown.
1:40:9|1:40:28|The weather in Antarctica turned bad again, [Wu Fuchun] dragged his backpack against the fierce storm, struggling to move forward. The bone-chilling ice shards cut like blades on his face, and the clothes wrapped around his body could only be piled up around his neck. The strong wind made it impossible for him to move forward, and the backpack in his hand was blown away without a trace.
1:40:28|1:40:38|He propped himself up with his hands, crawling forward bit by bit into the storm. In these over 70 days, [Wu Fuchun] had never encountered such harsh weather.
1:40:38|1:40:42|The fierce wind wrapped in snow was mercilessly beating against his face.
1:40:45|1:40:51|The strong wind blew [Wu Fuchun] up and sent him flying backwards.
1:40:51|1:40:54|He instinctively reached out in all directions and finally collapsed on the ground.
1:40:54|1:41:2|At this moment, [Wu Fuchun] couldn't even open his eyes. He gritted his teeth, stepped into the snow with his feet, and then lay down, trying to stick as close to the ground as possible.
1:41:2|1:41:9|The blizzard continued, and soon the visibility around was almost zero, [Wu Fuchun] could no longer be seen.
1:41:9|1:41:18|After who knows how long, the blizzard finally stopped. [Wu Fuchun] was almost completely covered by snow, with only half of his head exposed.
1:41:19|1:41:26|The piercing scream and the icy touch gave Wu Fuchun a sense of awareness.
1:41:26|1:41:35|His eyelashes trembled slightly as a penguin stood in front of him, tilting its head curiously to look at him.
1:41:36|1:41:46|The penguin called out twice to [Wu Fuchun], seemingly indicating for him to move forward. Then it turned around, swaying unsteadily as it walked ahead, revealing the wind vane behind it.
1:41:46|1:41:48|[Wu Fuchun] stood there in a daze for a while.
1:41:48|1:41:58|Hastily propping up his arm and crawling forward, wanting to see clearly, the penguin walked and stopped intermittently, occasionally turning its head to look, as if confirming whether Wu Fuchun was following it.
1:41:58|1:42:9|He brought [Wu Fuchun] to the wind vane, looked at [Wu Fuchun], and gestured for him to look down. Following the penguin's gaze, they saw several colorful steel houses.
1:42:9|1:42:15|The penguin accompanied [Wu Fuchun] for a long time, realizing that it had completed its mission, and then wobbled away.
1:42:15|1:42:27|The penguin waddled forward, swaying its head from side to side. Suddenly, it stopped in its tracks, as if sensing the gaze of Wu Fuchun. It turned its head to look at Wu Fuchun, leaving behind a trail of tiny footprints like maple leaves.
1:42:36|1:42:53|[Wu Fuchun] could only muster enough strength to make it to the nearest house. He collapsed weakly next to the seven of clubs, frustratedly hitting his own legs. He bent down to pick up a stone and began to desperately strike the paint bucket behind him, trying to get the examiner's attention.
1:43:6|1:43:11|[Wu Fuchun] collapsed on the ground, then looked unwillingly towards the nearby colored steel house.
1:43:40|1:43:57|In the moment of despair for [Wu Fuchun], a group of people in orange ski suits ran towards him. He turned his head stiffly and looked sideways in confusion. In that moment, tears filled [Wu Fuchun]'s eyes, along with a glimmer of hope. It wasn't just himself, but also [Jing Ruyi], who was saved.
1:43:57|1:44:4|Four researchers hurriedly took [Wu Fuchun] on a heavy snow vehicle to the small wooden house, with [Wu Fuchun] sitting inside.
1:44:4|1:44:22|At the thought of seeing [Jing Ruyi] soon, his mouth couldn't help but curl up, the snowmobile raced at full speed, sometimes driving by the sea, sometimes heading towards the snowfield, the vehicle rushed towards the wooden house without stopping, suddenly the driver slammed on the brakes, causing everyone to stumble.
1:44:22|1:44:29|In front of them, an avalanche occurred in the snowy mountains, with snow blocks making a thunderous noise as they rolled down overwhelmingly.
1:44:29|1:44:33|And the wooden house is just a few kilometers away from the foot of the mountain.
1:44:33|1:44:40|The inspector had no time to think about a rapid retreat, and it was only then that [Wu Fuchun] saw the illusion behind through the car window.
1:44:40|1:44:44|The snowmobile raced forward at a speed matching that of the avalanche,
1:44:47|1:45:5|[Wu Fuchun] opened the car door and tried to rush out, but was firmly grabbed by two members of the scientific expedition team. At this moment, all he could see was a vast expanse of white, and he could no longer see the shadow of the wooden house. [Wu Fuchun] stood still, staring ahead blankly. He thought of the people in the wooden house waiting for him to come home, and he recklessly wanted to rush down.
1:45:6|1:45:14|Two expedition members quickly grabbed [Wu Fuchun]'s shoulders and dragged him back, knowing better than anyone the terror of an avalanche.
1:45:18|1:45:28|[Wu Fuchun] lay by the car door, wailing in despair towards the direction of the avalanche.
1:45:28|1:45:34|Several members of the scientific expedition team could only hold on tightly to [Wu Fuchun] and take him away from this dangerous place.
1:45:34|1:46:0|In [Wu Fuchun]'s dream, this scene kept appearing. That day, he carefully placed the candlestick on the wooden table, illuminating the face of the Virgin Mary. Inside the small wooden house, he knelt down on one knee, gently took her hand, and devoutly put the imaginary ring on [Jing Ruyi]'s ring finger. After putting on the ring, [Wu Fuchun] raised his hand to lift the white veil covering [Jing Ruyi]'s head. [Jing Ruyi] then obediently lowered her head to look into [Wu Fuchun]'s eyes.
1:46:0|1:46:4|After completing everything with the shy little girl, [Wu Fuchun] also looked affectionately at [Jing Ruyi].
1:46:6|1:46:21|At this moment, their eyes were only on each other. Then [Wu Fuchun] slowly leaned towards [Jing Ruyi] and gently brushed her lips. [Wu Fuchun] lay on the hospital bed, opening his eyes blankly. The room was dark, but occasionally a streak of light would pass over his cheeks.
1:46:21|1:46:32|[Wu Fuchun] turned his head to look out the window, at this moment the white day in Antarctica had completely passed, and polar night had arrived. The aurora floated lightly, sometimes dim, sometimes bright.
1:46:32|1:46:43|A deep blue-green light emanated, and [Wu Fuchun] seemed to grasp the truth that [Jing Ruyi] had been studying at this moment. He stared fixedly at the magnificent aurora outside the window.
1:46:43|1:46:54|The brilliant light illuminated the eyes of [Wu Fuchun], revealing not only the shock of beauty, but also his endless yearning. He leaned towards the edge of the bed, yet his eyes were reluctant to move away from the aurora.
1:46:54|1:47:6|Because [Jing Ruyi] has deeply engraved the aurora in his heart, thinking of this, [Wu Fuchun] sadly lowers his eyes, drifting to the other side, that is the ski suit he is wearing, also [Jing Ruyi]'s ski suit.
1:47:6|1:47:13|[Wu Fuchun] gently stroked the ski suit and then pulled out the survival guide for Antarctica that [Jing Ruyi] had given him from the outer pocket.
1:47:13|1:47:19|[Wu Fuchun] flipped through a few pages, carefully drawing two red lines on each note.
1:47:19|1:47:40|At this moment, [Wu Fuchun] trembled as he held the survival manual, unable to control his emotions and bent down to cry. He held back his tears and turned a few more pages, only to find the Guanyin pendant that [Jing Ruyi] always wore around her neck lying quietly in the manual. He took the jade pendant out of the manual and held it in his hand, examining it carefully.
1:47:40|1:47:46|Suddenly he remembered the day when [Jing Ruyi] saved him with her body temperature, and he made the most sincere promise to Guanyin.
1:47:46|1:47:53|[Wu Fuchun] looked out the window and saw a familiar sight, one that [Jing Ruyi] loved dearly.
1:47:53|1:47:56|He didn't believe that [Jing Ruyi] would sit idly by in the cabin.
1:47:56|1:48:4|So [Wu Fuchun] escaped and rode a snowmobile, speeding towards a snowy slope. [Wu Fuchun] quickly arrived at the foot of a snowy hill.
1:48:4|1:48:16|The road here is rugged and often has protruding rocks. Despite increasing the horsepower, the snow keeps flipping out from under the wheels without any progress. [Wu Fuchun] limps up the hill towards the slope.
1:48:16|1:48:24|This is the place he and [Jing Ruyi] agreed upon.
1:48:34|1:48:42|[Wu Fuchun] knelt down in front of the snow pit and saw [Jing Ruyi] lying inside as if asleep.
1:48:50|1:48:55|[Wu Fuchun] held [Jing Ruyi]'s hand and looked into her eyes with deep affection.
